sender,receiver,amount
809,992,4
419,871,8
230,362,6
109,960,3
469,620,8
635,749,4
743,531,1
538,485,8
632,794,7
658,445,1
443,419,2
505,205,8
119,976,1
27,868,7
545,614,8
486,652,9
562,155,4
837,221,9
436,311,7
976,571,9
639,492,1
316,384,8
628,400,8
665,423,4
883,403,3
885,579,2
532,909,5
665,591,7
990,973,5
635,485,4
208,681,8
297,352,5
63,533,5
321,665,7
543,630,1
516,747,8
938,402,0
880,448,0
208,792,7
142,872,8
399,389,0
323,40,2
944,945,4
762,462,0
840,774,3
563,362,4
960,439,6
861,148,2
865,437,7
838,748,9
625,10,3
715,770,6
574,775,7
269,580,7
905,520,3
547,818,7
643,86,8
34,297,0
378,340,1
973,958,9
563,356,2
745,627,6
515,269,5
132,193,8
72,458,1
150,909,0
651,18,0
198,211,7
998,116,6
121,42,8
943,690,8
451,749,2
271,156,6
418,400,2
225,166,4
246,983,3
353,901,2
231,236,6
753,131,9
945,623,6
137,62,9
752,537,2
405,925,7
370,895,2
216,635,0
918,722,1
842,538,5
641,913,1
872,819,0
884,71,4
194,665,0
122,645,3
46,884,3
407,66,7
171,897,3
954,767,9
111,47,1
433,963,2
637,856,2
366,579,7
790,263,8
556,860,8
562,626,2
978,106,3
225,568,7
680,780,0
377,335,9
705,619,5
229,237,0
747,182,4
988,483,0
648,355,3
422,361,3
346,721,5
849,548,1
965,177,9
850,20,3
446,993,5
895,288,9
2,551,5
221,742,7
508,927,1
193,892,3
19,460,7
477,786,7
965,545,5
562,260,9
982,814,6
966,126,4
405,491,2
570,590,7
700,260,9
434,725,4
955,69,9
895,7,0
296,694,3
157,788,8
176,350,9
400,953,9
818,13,9
704,244,1
238,661,1
618,390,7
383,439,8
836,299,7
567,913,0
217,90,5
368,741,2
776,421,0
289,329,6
58,544,7
222,738,6
33,94,6
489,348,0
972,741,6
446,835,5
93,268,4
903,279,4
91,739,6
370,345,7
0,869,7
882,113,7
948,299,7
97,883,7
407,613,4
350,442,6
946,76,2
152,113,8
445,909,3
5,449,1
331,711,5
256,171,8
902,907,7
955,255,0
22,712,6
707,489,0
354,22,2
618,718,6
386,507,8
160,989,8
298,612,2
927,831,2
20,177,0
421,259,9
73,895,2
781,537,7
172,519,8
401,976,9
738,424,5
689,27,8
930,41,2
791,669,9
335,639,4
347,816,6
960,209,8
609,505,3
209,588,5
573,337,8
818,533,2
450,453,2
581,643,3
835,53,6
369,361,1
490,760,4
322,286,3
734,685,1
967,793,6
89,996,4
868,0,2
827,693,0
87,887,5
823,229,2
585,203,3
510,649,5
84,368,2
475,696,8
227,14,9
625,607,3
57,10,2
747,845,7
893,222,4
673,79,6
33,286,6
384,378,8
496,980,1
898,556,9
664,696,1
544,676,0
669,934,6
992,534,0
946,455,5
487,226,2
4,981,9
245,682,7
697,947,6
447,461,2
275,448,7
995,281,5
113,824,9
769,341,1
383,22,6
300,511,1
677,525,2
329,12,1
32,503,3
920,801,8
924,724,9
865,515,3
746,12,6
757,460,3
73,286,9
896,680,4
526,421,3
931,511,5
626,384,1
723,649,3
947,420,4
635,100,8
647,731,2
486,288,2
443,576,1
145,396,1
239,582,5
886,976,8
870,817,2
604,894,0
105,712,5
281,126,2
16,684,9
506,782,8
670,424,9
218,621,8
135,186,6
518,712,6
852,117,3
635,794,8
385,613,5
947,424,9
675,767,1
450,469,7
530,834,3
642,990,4
472,326,5
615,149,7
301,506,4
870,311,5
708,480,5
203,301,6
505,97,8
949,430,2
749,412,5
839,915,1
585,43,0
248,112,0
2,555,7
937,180,5
305,256,4
254,557,1
217,234,2
93,208,9
123,121,4
78,208,1
226,186,5
497,322,5
978,176,4
377,352,5
94,350,6
406,31,1
582,986,5
754,260,8
128,743,2
27,732,9
630,396,4
283,203,1
389,29,1
668,813,5
198,668,1
477,427,0
55,737,0
903,629,2
351,374,7
854,65,4
970,910,4
956,572,4
606,74,4
735,19,9
116,50,9
769,773,7
53,529,5
604,543,0
389,784,2
727,249,6
733,158,8
984,211,1
33,527,8
304,271,9
822,0,1
511,50,3
358,258,2
780,58,4
730,142,0
903,918,3
41,254,6
447,616,8
243,609,6
697,554,8
555,688,3
157,452,7
102,224,0
734,9,0
804,680,5
939,11,5
428,757,0
431,587,9
64,872,9
529,211,2
258,530,0
801,520,5
775,954,1
922,368,2
169,541,2
173,763,9
837,470,5
851,480,8
186,462,3
26,871,0
414,100,0
234,759,7
473,435,1
436,851,2
605,305,8
243,466,3
102,765,0
660,655,0
471,116,0
287,453,9
28,825,9
352,158,7
545,737,8
347,291,0
929,199,9
804,827,8
81,941,9
911,601,2
861,355,7
455,769,5
47,981,3
476,106,8
508,945,4
159,183,6
389,162,1
91,276,3
761,255,3
939,355,6
169,34,5
713,269,7
146,549,3
862,99,8
941,600,1
263,333,0
580,978,9
367,143,9
870,64,5
858,592,8
464,400,6
712,490,8
270,507,9
240,507,9
586,578,8
357,102,8
445,532,2
698,781,8
475,548,4
601,127,8
555,273,6
842,471,7
22,154,2
798,932,0
439,688,4
364,475,1
349,299,2
586,274,3
753,552,1
370,180,9
263,921,8
748,709,7
57,721,4
872,454,6
105,380,9
589,877,9
646,705,5
349,258,3
890,951,4
378,64,1
821,58,9
635,603,9
875,792,7
687,700,1
151,931,5
319,68,9
483,711,6
578,58,6
314,353,2
452,117,3
890,811,8
584,778,2
352,718,9
453,646,5
210,854,5
920,846,0
777,732,4
240,715,5
451,541,7
130,574,9
814,942,8
742,708,7
420,192,6
666,178,2
382,275,2
797,979,8
336,452,7
864,794,0
431,193,0
502,63,5
483,999,8
56,296,3
442,690,9
557,962,8
437,919,4
916,964,9
252,611,9
558,390,2
733,201,0
711,850,8
303,672,3
27,367,3
224,352,4
329,337,2
449,923,2
507,609,6
832,589,3
480,401,6
825,422,0
912,406,2
110,579,0
855,707,7
203,560,0
934,479,0
601,551,9
598,44,8
311,659,6
923,251,5
526,806,3
728,395,1
691,403,1
310,585,1
768,29,8
307,858,3
874,98,8
562,608,8
829,422,0
662,615,6
716,61,5
248,254,4
623,565,7
637,340,2
237,995,7
479,671,1
4,402,3
520,780,4
140,470,7
703,567,6
817,547,1
849,460,1
908,287,7
389,567,1
855,629,9
986,671,4
704,151,6
990,661,7
525,430,9
417,835,0
357,117,4
663,617,5
255,590,1
467,518,6
741,773,6
431,895,9
764,554,4
42,626,0
123,654,2
315,898,0
708,132,9
795,315,7
919,820,9
391,855,9
26,540,4
293,929,7
290,636,0
419,888,3
944,28,1
977,726,9
968,38,7
89,732,7
381,980,6
895,686,0
584,1,6
439,983,8
529,466,0
285,879,9
787,8,2
743,319,9
970,153,3
17,644,4
218,527,4
833,192,8
406,540,3
429,86,1
231,804,1
610,147,1
518,162,1
198,493,8
421,180,5
538,458,4
879,670,6
979,345,9
109,977,2
214,303,6
923,684,6
423,900,6
762,224,7
215,569,0
188,862,9
772,562,5
957,449,7
277,330,4
349,809,5
187,209,7
820,254,8
335,39,3
766,997,6
454,208,6
405,671,0
482,68,5
843,928,9
749,256,6
723,820,9
766,599,8
568,341,9
636,29,4
524,804,1
370,69,9
641,5,9
140,19,1
382,835,8
170,993,2
781,681,3
536,703,1
436,6,4
997,279,3
387,532,4
500,450,8
438,17,5
591,252,1
51,795,2
951,99,7
897,994,6
609,394,5
961,167,5
201,72,2
106,999,9
271,42,5
74,831,3
327,310,2
995,806,6
48,235,8
766,213,5
122,740,7
534,329,3
293,963,5
565,712,0
638,928,1
704,856,3
822,128,8
443,407,7
120,543,9
155,625,8
707,10,2
150,662,4
218,190,6
820,223,4
415,669,4
808,235,4
147,174,1
673,290,9
415,828,3
6,763,0
393,191,8
206,112,2
991,549,4
535,884,2
24,954,4
870,964,2
858,445,8
416,256,0
86,531,0
439,670,3
786,347,7
504,220,9
489,117,6
255,855,8
766,615,2
357,352,3
937,754,3
795,599,5
492,303,8
945,559,3
100,26,0
180,646,0
402,691,6
927,543,6
157,96,7
978,265,1
343,851,3
74,376,0
555,407,7
631,794,7
791,181,9
446,786,1
85,165,5
896,962,3
106,203,1
207,171,3
974,245,8
92,969,2
847,647,4
243,32,0
522,32,6
31,180,4
107,861,0
6,108,5
3,511,9
14,229,1
605,796,0
926,191,0
467,787,1
819,994,8
348,484,4
653,862,1
906,866,2
397,241,7
407,609,0
630,72,5
853,458,8
874,454,8
463,286,5
429,520,0
660,568,7
693,608,8
836,63,2
527,608,5
605,812,3
77,268,6
662,710,7
221,386,1
641,955,0
577,429,7
764,102,6
694,48,9
35,78,2
981,235,1
246,698,2
836,771,6
643,108,9
486,129,2
49,282,3
715,534,4
694,138,6
214,291,1
305,116,3
350,100,0
426,456,3
175,584,5
134,96,0
402,292,7
987,806,2
33,637,1
650,58,9
409,773,7
921,663,2
603,773,6
129,563,4
413,910,0
529,755,8
681,160,9
389,449,7
861,864,5
596,591,0
938,544,0
96,364,6
565,56,6
140,226,4
815,59,3
908,598,1
98,576,3
540,506,3
993,805,2
8,691,2
611,643,1
950,591,9
229,180,3
261,978,7
794,808,0
625,355,8
559,83,5
122,365,3
477,121,5
938,604,6
361,457,2
53,400,0
468,325,1
567,445,1
949,465,2
720,84,5
71,503,6
948,794,9
717,516,3
291,560,8
449,719,6
869,636,0
248,364,6
158,870,7
276,787,5
704,617,4
391,50,9
403,477,8
750,665,6
672,100,0
698,21,1
780,202,1
189,273,9
597,335,7
734,754,4
856,753,9
941,545,6
236,480,2
146,40,3
290,636,7
861,53,0
356,947,4
967,943,5
700,514,2
605,958,8
186,967,9
286,898,2
269,803,0
813,517,3
716,972,2
449,559,5
679,401,3
516,379,1
161,348,3
688,762,0
362,800,8
187,858,9
439,423,1
459,236,3
213,992,5
707,882,3
304,432,2
347,853,9
459,39,9
151,252,0
488,682,5
925,758,6
985,45,3
791,978,4
75,368,8
615,57,4
613,790,2
668,770,8
250,567,4
763,854,9
421,776,8
329,321,4
87,683,5
15,695,3
463,441,5
118,614,9
64,410,1
112,914,4
921,88,9
465,223,1
598,39,2
932,779,2
347,741,9
970,65,5
844,918,1
13,836,6
733,225,5
355,643,8
850,940,9
332,44,5
80,403,0
951,473,6
84,359,9
970,993,1
933,515,1
512,871,9
448,270,8
780,660,1
268,394,8
385,719,4
138,897,8
345,108,5
302,647,7
150,804,4
841,552,2
253,534,3
326,177,4
138,696,7
336,991,7
51,110,3
659,21,2
431,413,8
480,539,4
242,260,0
173,531,1
963,526,8
405,676,6
85,310,0
12,529,7
200,790,3
305,333,2
802,725,2
266,155,5
572,902,0
645,221,0
831,49,1
66,328,7
635,850,8
564,800,9
40,610,3
352,815,3
396,722,0
544,893,4
420,585,6
593,784,1
318,805,3
102,703,6
590,565,2
848,837,4
709,428,9
498,906,8
945,142,5
990,625,7
281,115,6
3,97,8
943,384,8
870,488,5
103,20,7
512,88,6
922,746,2
812,865,0
339,114,9
940,903,4
3,453,5
407,865,4
161,100,8
999,376,3
989,719,7
850,446,1
825,379,0
282,451,9
589,945,1
913,140,2
969,549,0
760,464,4
183,360,7
953,637,9
7,555,2
650,891,7
574,617,3
901,640,7
56,425,3
496,693,6
637,426,3
405,989,5
394,908,8
67,587,2
755,828,9
349,782,5
464,756,1
69,19,2
779,624,6
693,390,9
376,704,1
105,804,7
518,545,5
854,203,1
135,555,0
269,404,2
704,73,1
284,324,0
211,586,0
33,987,3
329,510,8
956,487,1
528,299,0
535,261,3
247,758,0
43,198,3
445,77,6
420,7,9
261,658,5
525,739,2
534,6,6
962,661,5
212,133,2
119,494,7
130,734,3
739,389,1
226,907,7
268,983,6
785,506,0
922,244,6
921,230,7
534,444,6
555,699,8
587,118,2
684,510,9
959,413,9
739,309,0
698,481,2
658,801,9
400,908,5
784,99,2
256,133,8
131,490,7
570,367,2
822,312,2
316,678,7
973,449,6
783,443,3
518,272,4
239,668,8
31,270,5
116,758,4
913,959,0
458,86,9
681,54,7
854,819,1
39,582,8
162,954,8
270,922,2
142,872,9
342,147,2
179,312,3
98,846,2
241,683,4
606,858,2
299,894,0
138,178,1
295,315,3
333,373,5
309,369,4
309,765,5
712,999,2
877,658,3
722,263,3
934,193,6
882,794,3
222,335,5
81,439,8
729,642,6
861,506,2
389,655,9
281,976,8
720,531,7
197,435,5
492,558,2
456,133,8
552,582,4
722,990,5
617,145,2
642,356,6
439,833,4
795,150,7
645,164,4
646,717,3
673,472,9
66,889,9
471,601,1
605,458,6
214,608,8
394,11,4
918,622,3
363,670,0
198,864,1
160,494,0
792,609,1
320,946,3
455,240,5
566,414,6
638,274,3
819,103,6
633,462,4
24,400,4
449,43,1
55,371,3
388,424,1
450,385,2
534,178,9
475,515,4
732,681,4
696,773,3
686,330,1
272,418,6
994,224,6
615,222,7
34,185,2
638,248,3
882,114,8
760,959,3
736,849,7
16,249,1
504,16,7
662,302,3
94,913,6
51,910,0
729,753,6
598,545,9
889,256,7
90,880,2
740,642,9
633,228,6
216,555,4
428,49,2
648,801,1
424,28,3
979,639,0
716,441,8
871,456,7
685,628,3
906,34,1
777,634,5
363,727,5
883,486,5
404,814,7
610,940,2
605,965,9
997,514,6
727,417,5
377,959,1
448,828,4
799,740,2
558,968,5
843,430,8
277,175,2
371,121,7
189,13,3
583,142,0
484,374,7
597,549,0
170,343,3
793,490,0
263,366,5
232,693,4
703,346,4
235,740,5
869,55,8
406,823,7
689,874,3
995,609,0
576,557,4
951,49,5
451,124,8
380,31,1
205,115,2
836,324,9
668,345,9
701,533,7
41,455,8
50,598,9
747,279,9
34,587,2
101,500,2
369,77,4
638,763,7
922,310,0
948,263,6
209,613,7
490,159,6
857,577,8
552,185,5
893,92,3
239,958,9
840,34,1
319,546,3
369,968,0
548,136,9
8,292,9
862,659,7
79,960,1
156,645,3
521,742,3
860,473,9
301,715,3
811,17,5
896,56,6
697,333,5
854,6,1
283,687,6
92,109,5
830,231,1
697,273,5
457,363,5
765,407,9
924,463,3
188,578,5
114,974,7
807,434,2
622,768,6
832,620,9
377,507,8
950,687,5
336,39,9
714,991,7
649,899,0
740,452,7
235,753,6
37,336,8
195,635,3
266,113,8
774,77,4
937,56,3
618,411,6
868,995,6
264,111,9
162,28,7
954,199,2
842,393,2
594,436,7
545,927,8
632,519,5
505,605,6
212,851,5
652,158,2
879,823,8
462,551,8
977,591,3
980,618,0
152,94,3
323,420,4
941,670,7
255,717,2
934,8,9
720,160,7
139,415,5
797,690,0
462,827,7
301,415,2
982,411,4
666,428,9
465,648,3
794,741,0
366,287,5
629,591,3
490,390,9
196,161,9
667,89,5
225,183,5
218,442,9
564,460,0
263,355,8
164,199,9
338,856,0
839,244,0
571,65,4
772,725,9
778,720,8
149,355,9
407,784,9
444,427,8
611,837,1
403,196,6
203,258,5
459,447,2
548,841,4
213,416,9
800,56,1
326,127,0
364,731,5
230,538,3
349,313,3
648,464,5
627,159,8
503,773,9
122,393,7
460,180,2
93,475,5
954,696,5
182,11,3
890,371,3
365,912,4
332,780,5
10,959,7
837,795,3
384,613,2
405,153,1
283,961,9
166,862,9
683,514,5
329,710,8
150,219,6
784,740,4
222,526,7
425,157,3
309,859,7
81,736,4
855,647,5
139,38,9
5,768,4
594,625,6
643,707,5
433,318,3
890,582,1
237,253,3
356,624,6
51,910,8
285,311,8
610,107,0
517,488,5
742,549,3
847,860,8
374,167,3
583,344,4
487,706,2
553,77,9
200,270,9
979,421,2
809,971,5
739,114,7
648,948,9
549,749,8
72,913,4
842,923,1
559,907,3
61,336,4
38,468,1
30,883,2
913,981,8
212,234,0
878,966,3
487,306,8
149,901,2
867,353,7
744,152,0
861,820,0
548,720,7
501,270,6
951,719,6
123,152,2
623,298,0
977,488,6
964,445,5
119,440,1
628,762,3
721,351,1
888,189,6
942,184,6
945,343,4
609,663,9
476,692,5
833,766,1
873,348,3
867,860,6
213,64,2
313,395,1
630,986,4
478,706,9
32,66,9
906,270,0
779,627,3
460,190,9
934,839,2
159,635,0
932,116,2
680,533,5
561,207,9
523,986,3
130,54,0
518,376,9
52,864,9
504,487,3
73,791,7
425,690,6
651,902,3
690,989,3
653,326,3
325,29,9
653,496,2
677,849,3
854,379,7
561,130,7
803,516,8
523,179,9
943,548,9
782,807,3
986,876,6
720,982,3
156,23,6
577,856,9
50,389,8
167,265,5
536,425,8
684,963,1
712,705,7
293,130,3
428,214,9
400,726,4
817,106,5
758,221,0
21,355,1
606,743,7
314,29,8
632,846,4
520,468,6
49,511,5
672,140,4
380,391,5
455,0,5
395,994,6
872,822,1
489,696,0
408,989,7
301,311,5
383,785,4
827,680,9
646,884,4
355,164,8
41,108,4
2,701,5
639,505,0
260,529,0
706,338,8
143,310,2
650,560,1
196,311,2
890,361,8
331,144,8
204,929,4
352,497,1
455,227,5
814,30,1
754,441,4
483,550,6
336,755,7
519,470,6
342,99,0
681,892,0
27,285,9
709,344,1
634,313,9
595,538,0
435,346,0
582,479,8
926,450,0
908,108,0
14,541,8
761,60,9
124,318,8
964,270,8
46,21,7
326,795,0
515,960,8
148,818,7
458,222,6
597,203,9
864,128,8
405,221,6
110,168,4
719,145,6
937,346,1
720,469,4
404,246,3
504,737,7
365,960,8
453,509,4
816,795,9
121,805,3
959,141,7
115,65,6
804,110,0
468,123,0
299,476,8
149,389,2
961,879,3
980,941,1
949,326,0
326,915,5
474,638,5
710,75,9
818,561,8
668,98,6
307,910,5
118,883,1
88,943,7
59,358,8
103,552,9
40,305,9
770,939,0
526,913,5
325,650,0
762,113,3
643,962,6
330,324,6
115,83,2
397,343,6
352,721,1
985,45,2
631,869,8
821,262,2
326,957,7
189,841,3
142,575,5
439,77,7
892,504,4
65,771,8
774,461,8
772,312,6
49,579,0
688,915,9
711,83,4
974,253,0
925,702,9
865,840,5
950,309,3
333,11,5
133,572,9
994,846,4
380,397,0
946,823,6
888,645,3
467,699,0
635,484,1
195,529,1
582,742,9
628,692,3
435,629,8
998,153,4
672,887,6
235,620,6
829,778,3
142,379,5
871,220,1
170,103,4
955,747,3
936,681,3
517,369,2
984,682,3
563,106,1
221,507,3
394,969,1
230,691,4
939,450,7
618,930,7
86,853,4
408,688,4
616,732,6
85,328,8
193,517,0
984,430,2
106,882,7
459,938,2
194,195,1
277,465,6
278,373,2
753,340,0
693,55,3
160,329,0
587,848,6
914,47,0
146,997,6
761,977,9
253,128,7
672,176,8
856,420,1
636,866,0
884,360,0
542,756,4
291,679,7
484,232,8
516,398,4
883,326,3
336,297,9
76,695,4
639,981,4
681,533,9
591,461,7
606,372,4
611,665,8
245,615,0
743,782,9
192,613,5
452,491,5
260,980,1
703,802,9
94,879,7
889,439,3
668,518,9
417,231,2
843,174,0
897,537,3
98,520,3
227,12,6
356,430,8
712,515,4
445,386,2
208,361,7
510,478,3
248,658,9
79,346,2
871,65,9
896,454,2
638,905,2
314,188,1
455,353,4
106,55,3
816,996,8
205,416,5
155,992,9
720,942,1
475,658,2
514,739,3
159,892,5
879,437,5
234,680,6
310,270,0
722,186,7
793,133,8
960,878,8
689,412,5
422,275,4
877,240,5
948,727,0
124,725,2
625,586,8
15,214,1
982,822,1
729,647,2
184,165,3
201,454,8
52,915,9
80,510,6
533,415,3
572,149,2
216,605,6
550,50,6
723,692,4
201,206,2
859,469,5
797,162,8
753,620,7
655,388,9
227,840,5
726,349,5
869,198,8
519,527,0
180,368,2
719,698,6
729,542,9
850,819,5
735,661,0
232,705,7
499,448,1
378,537,7
803,153,8
478,455,7
232,869,4
257,207,4
251,449,3
923,19,4
572,492,2
152,36,5
741,160,6
850,732,5
105,141,5
514,73,3
231,973,0
161,261,9
497,607,5
474,24,3
594,595,8
551,737,2
971,776,4
325,785,8
371,457,6
8,162,2
486,484,0
762,699,6
658,766,1
965,619,2
219,783,1
686,187,0
302,371,4
585,767,4
347,481,7
738,115,8
100,860,1
874,311,1
586,608,5
894,772,5
184,696,5
585,7,4
398,486,2
751,53,5
705,692,7
384,334,0
269,70,2
451,208,6
701,434,3
764,374,6
688,269,6
822,652,9
383,748,4
49,991,9
810,693,2
29,32,4
716,306,0
327,813,3
326,739,3
842,975,7
408,733,6
467,901,1
869,985,1
890,46,7
741,369,1
618,807,1
799,186,6
360,26,0
893,539,2
384,612,8
754,588,3
528,991,0
726,933,5
483,487,4
311,528,1
913,320,1
121,854,5
559,304,4
395,393,4
115,530,2
54,680,7
903,701,3
296,963,5
938,337,9
780,105,0
347,985,1
29,783,1
200,584,9
219,795,8
208,488,1
302,570,2
631,602,0
735,851,6
118,272,1
797,835,1
336,578,7
255,138,8
913,819,0
705,374,2
542,317,1
756,145,5
389,696,5
272,510,9
566,63,0
901,524,6
681,529,0
844,228,0
861,776,0
244,160,7
916,678,2
362,405,3
348,451,9
976,705,7
342,425,6
686,574,9
513,417,9
206,533,7
694,404,7
719,851,1
960,629,9
52,345,9
265,805,5
170,682,2
226,443,1
490,509,6
156,987,2
775,303,1
932,740,9
767,447,5
613,487,7
658,599,3
703,495,7
52,913,9
814,420,5
816,154,3
953,668,9
428,810,5
768,965,2
821,702,8
41,148,8
739,248,1
81,545,8
805,642,9
775,986,9
868,740,3
914,678,6
702,254,9
697,826,6
478,902,7
258,532,0
849,688,8
412,358,1
402,600,6
303,483,9
34,73,3
861,157,6
203,969,0
697,777,9
357,718,1
817,743,7
211,560,3
856,19,9
665,824,6
832,2,3
170,745,5
235,871,8
924,662,7
806,528,7
764,224,0
689,822,0
220,13,6
670,78,8
701,265,9
532,469,9
856,198,4
141,941,3
840,163,3
336,901,6
255,464,2
927,361,9
159,781,3
705,451,2
973,952,4
898,502,0
29,503,3
525,795,5
185,292,6
799,797,7
834,280,8
793,601,4
781,106,4
904,283,3
73,981,8
76,685,2
115,408,7
826,771,4
636,554,1
258,993,5
376,644,5
669,879,1
268,690,3
516,444,4
555,605,5
52,731,4
41,866,5
573,381,4
551,352,7
900,944,1
895,514,4
829,65,5
455,664,3
379,618,4
922,462,6
328,308,4
132,433,0
852,574,0
461,805,1
707,676,0
734,954,8
382,29,3
282,675,4
396,590,9
759,481,0
883,419,1
146,912,8
142,31,2
549,672,0
362,40,2
97,983,4
580,230,4
200,289,4
154,115,5
880,150,1
283,256,5
888,664,6
792,154,3
185,650,7
592,29,4
132,781,7
221,405,8
273,666,9
273,212,3
346,378,4
13,161,6
928,134,0
798,607,3
497,85,0
667,384,4
223,637,7
646,618,6
320,392,6
361,788,5
776,964,2
880,733,7
60,185,4
727,570,9
432,404,1
166,857,6
283,458,2
448,152,9
247,16,4
836,768,5
433,776,8
245,156,4
293,869,6
54,689,3
403,516,1
368,311,1
352,971,7
777,440,7
379,784,7
485,975,6
329,517,5
385,446,8
980,464,5
461,241,0
208,293,2
707,850,4
922,912,9
309,604,8
455,673,7
774,187,8
722,733,9
773,670,2
753,589,4
355,644,7
340,818,6
42,902,0
393,150,0
96,441,7
908,80,4
369,810,7
323,944,5
140,319,5
335,677,4
263,883,5
137,199,6
681,869,9
637,561,9
365,493,8
422,809,5
910,56,4
187,803,2
27,642,1
399,956,9
91,676,4
646,908,8
705,809,6
510,950,1
622,745,7
140,392,7
51,63,2
326,695,4
290,839,6
4,595,2
779,552,3
85,611,1
715,817,5
225,496,5
35,633,0
389,7,5
695,45,4
651,193,6
548,220,0
882,701,2
260,381,0
1,260,9
295,26,4
452,141,2
348,94,3
167,731,6
382,772,1
743,12,2
283,934,0
497,712,5
885,760,9
366,77,7
777,853,8
293,84,6
350,607,4
281,116,5
687,284,6
849,828,7
882,929,6
545,607,1
634,522,0
860,522,7
689,304,7
235,920,8
544,998,9
346,853,4
736,928,4
770,893,5
824,699,2
95,163,3
455,929,7
189,205,8
922,643,1
922,231,0
520,186,6
187,634,2
360,540,5
266,573,8
783,411,8
402,431,9
958,399,1
145,98,5
14,768,1
927,781,5
988,481,6
273,76,2
676,565,2
641,692,3
62,894,9
613,342,6
894,974,8
268,571,5
595,579,4
62,668,3
127,388,2
491,613,7
896,436,9
164,508,2
402,269,3
917,802,7
569,884,3
912,284,1
204,848,7
400,850,9
612,569,8
116,145,0
812,103,4
211,831,7
688,771,6
226,776,1
162,432,6
672,184,8
298,925,0
733,609,7
70,923,2
208,20,6
938,354,2
822,792,8
164,473,0
537,288,3
635,102,8
906,548,7
748,906,0
858,666,1
618,209,6
621,216,9
935,460,5
988,384,7
515,326,5
598,720,9
436,922,8
699,174,0
699,426,9
324,331,2
226,692,1
785,350,6
442,412,2
878,561,6
813,623,9
96,825,9
313,353,0
625,974,0
825,431,1
225,351,4
268,487,9
856,320,6
60,892,5
565,418,9
401,538,5
524,476,5
327,765,7
74,946,2
718,876,4
546,368,6
906,943,1
58,593,1
329,136,0
665,340,7
439,369,1
164,66,6
465,730,0
133,730,7
492,726,0
541,966,7
882,199,2
27,704,5
585,165,8
142,480,5
780,226,7
492,919,9
302,247,0
379,432,3
903,128,9
583,85,2
280,814,1
496,87,8
865,29,6
768,823,1
698,228,5
410,821,7
8,905,5
704,345,0
332,882,4
172,178,8
366,84,3
52,152,3
100,481,7
995,238,7
733,160,8
232,795,8
653,48,8
791,908,2
215,857,4
346,608,5
441,929,8
49,173,3
569,232,2
797,271,0
26,489,3
394,531,6
928,832,2
24,601,5
638,690,6
723,463,3
474,283,3
42,676,3
683,85,4
399,764,6
130,241,7
325,76,3
213,951,5
715,276,6
442,42,9
776,901,5
538,604,5
891,619,2
713,175,3
238,556,5
231,164,0
347,195,1
878,841,4
953,339,5
7,55,5
743,791,2
781,999,9
737,389,0
959,579,9
491,205,4
239,981,0
988,198,1
716,440,0
968,148,7
765,483,3
647,913,2
39,234,3
293,69,2
363,821,0
345,462,6
838,396,3
673,334,2
73,286,3
519,328,4
366,419,9
740,989,0
73,265,9
551,406,4
643,803,6
553,681,1
274,585,9
3,92,5
502,811,4
246,921,9
720,630,0
326,485,7
330,909,1
678,827,0
872,744,9
241,637,9
469,815,2
517,769,2
559,256,1
936,607,3
802,264,5
432,736,1
679,977,3
133,728,2
174,20,3
316,943,2
59,952,1
813,304,6
325,339,2
859,916,4
735,279,1
473,421,3
92,181,5
244,105,5
882,55,0
433,878,9
81,794,6
685,611,5
243,655,6
815,656,9
485,642,5
456,180,9
550,307,0
406,513,0
958,265,0
557,679,5
101,250,2
590,146,6
462,693,9
38,21,5
308,244,9
169,589,1
363,74,2
116,8,2
324,981,1
9,959,3
102,24,8
547,362,0
634,735,3
633,972,3
822,346,8
778,315,6
243,509,6
972,421,0
817,95,4
501,344,5
853,778,4
258,285,7
429,401,1
786,617,5
355,739,3
422,627,3
215,300,1
124,92,6
376,105,1
328,473,3
767,868,0
372,937,9
568,927,6
231,307,3
626,81,5
390,873,4
739,903,2
334,468,0
57,544,1
551,461,1
225,242,9
108,563,4
898,488,7
185,649,8
329,547,1
53,769,1
652,740,3
326,304,8
167,517,3
430,22,0
680,509,7
510,389,7
600,530,5
920,926,2
296,46,9
63,251,8
244,577,9
153,129,3
537,296,2
702,853,0
596,164,5
570,83,2
549,769,1
594,11,8
327,833,7
504,852,7
560,644,1
93,203,2
511,685,1
626,137,4
524,203,0
705,604,4
632,871,8
64,972,2
673,539,3
328,234,9
568,527,5
574,817,9
767,393,9
805,408,7
437,828,8
472,625,2
364,51,0
610,208,0
488,300,0
745,672,7
18,570,0
500,719,6
20,709,1
839,680,7
769,49,3
210,317,0
257,86,1
51,689,6
7,208,6
466,718,2
840,6,7
287,807,7
428,222,6
619,665,7
191,607,8
587,156,8
335,285,4
171,629,4
776,417,0
768,192,1
930,852,1
992,63,9
388,207,7
673,930,0
506,397,7
811,960,0
717,188,1
745,433,1
927,49,2
886,737,2
73,675,1
40,563,4
362,53,8
3,932,7
65,89,6
49,374,9
677,334,0
485,832,6
201,991,3
736,778,3
577,190,5
82,216,9
577,834,4
143,40,1
325,991,1
75,851,2
306,197,8
628,688,8
469,109,6
38,730,0
750,15,1
884,341,3
98,968,7
117,697,3
845,326,9
506,763,7
913,961,9
762,150,9
336,839,2
